Name,Tags
"Kamisama Kiss: Kamisama, Shiawase ni Naru","Comedy, Fantasy, Romance, Shoujo, Japanese Mythology, Master-Servant Relationship, Based on a Manga"
Quanzhi Gaoshou: Tebie Pian,"Action, Drama, Chinese Animation, MMORPG, RPG, Tournaments, Based on a Web Novel"
Steins;Gate 0,"Drama, Mystery, Sci Fi, Psychological, Time Travel, Based on a Visual Novel, Violence"
Golden Kamuy Season 3,"Action, Adventure, Drama, Historical, Military, Based on a Manga, Violence"
Weathering With You,"Drama, Lifestyle Change, Supernatural, Writers, Original Work"
Semantic Error,"BL, Comedy, Romance, Shounen-ai, Korean Animation, Short Episodes, Based on a Novel"
86: Eighty-Six - Part II,"Action, Drama, Sci Fi, Military, War, Based on a Light Novel, Violence"
Dou Po Cangqiong 4th Season,"Action, Fantasy, Chinese Animation, Xianxia, Based on a Web Novel, CG Animation"
School Babysitters,"Comedy, Drama, Shoujo, Slice of Life, Childcare, Iyashikei, Lifestyle Change, Orphans, School Club, School Life, Siblings, Based on a Manga"
Douluo Dalu,"Action, Fantasy, Chinese Animation, Cultivation, Reincarnation, Xianxia, Based on a Web Novel, CG Animation, Mature Themes,, Suicide"
The Garden of Sinners Movie 7: ......Not Nothing Heart. (Murder Speculation Part B),"Drama, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Drug Use,, Explicit Violence,, Mature Themes"
Major Season 5,"Drama, Shounen, Sports, Baseball, Based on a Manga"
Bungo Stray Dogs 2nd Season,"Action, Mystery, Seinen, Detectives, Gangs, Guns, Mafia, Orphans, Supernatural, Superpowers, Based on a Manga, Violence"
Maquia: When the Promised Flower Blooms,"Adventure, Drama, Fantasy, Childcare, Original Work, Violence"
Steins;Gate: Egoistic Poriomania,"Comedy, Sci Fi, America, Based on a Visual Novel"
Mushishi,"Fantasy, Seinen, Episodic, Iyashikei, Supernatural, Based on a Manga"
The Stranger by the Shore,"BL, Romance, Yaoi, Adult Couples, Cohabitation, Death of a Loved One, Island, LGBT Themes, Mature Romance, Orphans, Writers, Based on a Manga, Explicit Sex"
One Piece Movie 10: Strong World,"Action, Adventure, Fantasy, Shounen, Island, Pirates, Superpowers, Based on a Manga"
Food Wars! The Third Plate,"Comedy, Ecchi, Shounen, Boarding House, Cooking, Culinary School, Food and Beverage, Neighbors, School Life, Tournaments, Based on a Manga"
"Kuroko's Basketball: Last Game","Shounen, Sports, Basketball, Based on a Manga"
Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci Fi, Combining Mecha, Post-apocalyptic, Super Robot, Original Work, Violence"
Kamisama Kiss,"Comedy, Fantasy, Romance, Shoujo, Animal Characteristics, Gods, Interspecies Relationship, Japanese Mythology, Master-Servant Relationship, Non-Human Protagonists, Youkai, Based on a Manga"
Moriarty the Patriot,"Mystery, Shounen, 19th Century, Detectives, England, Europe, Historical, Sherlock Holmes, Based on a Manga"
"Kuroko's Basketball: The Greatest Present","Shounen, Sports, Basketball, Based on a Manga"
Kaguya-sama: Love Is War,"Comedy, Drama, Romance, Seinen, Episodic, Love Confession, Mind Games, Romantic Comedy, School Life, Student Council, Based on a Manga"
Food Wars! Shokugeki no Souma,"Comedy, Ecchi, Shounen, Animeism, Boarding House, Cooking, Culinary School, Food and Beverage, Neighbors, School Life, Based on a Manga"
Mushoku Tensei: Jobless Reincarnation,"Action, Adventure, Fantasy, Romance, Demons, Isekai, Magic, NEET, Person in a Strange World, Reincarnation, Based on a Light Novel, Bullying,, Mature Themes,, Sexual Content,, Violence"
Snow White with the Red Hair 2nd Season,"Drama, Fantasy, Romance, Shoujo, Adult Couples, Mature Romance, Medical, Medieval, Royalty, Social Gap, Based on a Manga"
"JoJo's Bizarre Adventure: Stardust Crusaders","Action, Adventure, Shounen, Monster-of-the-week, Proxy Battles, Supernatural, Based on a Manga, Animal Abuse,, Explicit Violence,, Mature Themes"
Natsume Yuujinchou: Itsuka Yuki no Hi ni,"Drama, Shoujo, Slice of Life, Bodyguards, Cats, Countryside, Iyashikei, Japanese Mythology, Orphans, Supernatural, Youkai, Based on a Manga"
Detective Conan: Episode One - The Great Detective Turned Small,"Action, Drama, Mystery, Age Transformation, Amusement Park, Detectives, Recap, Based on a Manga, Violence"
No Game No Life,"Adventure, Ecchi, Fantasy, High Stakes Games, Isekai, NEET, Overpowered Main Characters, Person in a Strange World, PVP, Royalty, Siblings, Based on a Light Novel"
Chihayafuru 2,"Drama, Josei, Romance, Sports, Love Triangle, School Club, School Life, Tournaments, Based on a Manga"
Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Drama, Sci Fi, Shounen, Aliens, Crude, Feudal Japan, Parody, Samurai, Swordplay, Based on a Manga"
Legend of the Galactic Heroes,"Drama, Sci Fi, Military, Outer Space, Political, Rivalries, Space Opera, War, Based on a Novel, Explicit Violence,, Nudity"
The Quintessential Quintuplets 2,"Comedy, Drama, Harem, Romance, Shounen, School Life, Siblings, Tutors, Based on a Manga"
Black Butler: Book of Murder,"Mystery, Shounen, 19th Century, Butlers, Demons, England, Europe, Master-Servant Relationship, Non-Human Protagonists, Supernatural, Based on a Manga"
Yuri!!! on Ice: Welcome to The Madness,"Sports, Ice Skating, Original Work"
My Neighbor Totoro,"Fantasy, Slice of Life, Contemporary Fantasy, Countryside, Family Friendly, Family Life, Japanese Mythology, Non-Human Protagonists, Siblings, Original Work"
Food Wars! The Third Plate: Totsuki Train Arc,"Comedy, Ecchi, Shounen, Cooking, Culinary School, Food and Beverage, School Life, Tournaments, Based on a Manga"
Anohana: The Flower We Saw That Day,"Drama, Romance, Childhood Friends, Coming of Age, Death of a Loved One, Ghosts, Melancholy, noitaminA, Supernatural, Unrequited Love, Original Work"
Gintama: Aizome Kaori-hen,"Action, Comedy, Drama, Romance, Sci Fi, Shounen, Aliens, Crude, Feudal Japan, Gag, Parody, Samurai, Slapstick, Swordplay, Based on a Manga"
Fate/stay night: Unlimited Blade Works 2,"Action, Fantasy, Contemporary Fantasy, Magic, Proxy Battles, Superpowers, Urban Fantasy, Based on an Eroge, Based on a Visual Novel, Violence"
"Fate/stay night: Heaven's Feel II. lost butterfly","Action, Fantasy, Romance, Magic, Superpowers, Based on an Eroge, Based on a Visual Novel, Emotional Abuse,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Sexual Content,, Violence"
Hunter x Hunter OVA 3: Greed Island Final,"Action, Adventure, Shounen, Island, Martial Arts, Superpowers, Based on a Manga, Violence"
"Kuroko's Basketball","Shounen, Sports, Basketball, School Club, Tournaments, Based on a Manga"
Naruto Shippuden,"Action, Drama, Fantasy, Shounen, Hand to Hand Combat, Ninja, Revenge, Based on a Manga"
Maid-sama!,"Comedy, Romance, Shoujo, Maids, Newly Co-ed School, Romantic Comedy, School Life, Tsundere, Based on a Manga"
Fairy Tail: Final Season,"Action, Adventure, Comedy, Fantasy, Shounen, Guilds, Magic, Based on a Manga"
Scissor Seven 3rd Season,"Action, Comedy, Assassins, Chinese Animation"
Fairy Tail 2,"Action, Adventure, Comedy, Fantasy, Shounen, Guilds, Magic, Based on a Manga"
Hajime no Ippo: Champion Road,"Action, Drama, Shounen, Sports, Boxing, Hand to Hand Combat, Based on a Manga"
Chihayafuru 3,"Drama, Josei, Romance, Sports, Love Triangle, School Club, School Life, Tournaments, Based on a Manga"
Haikyuu!! Riku vs Kuu,"Shounen, Sports, School Club, Tournaments, Volleyball, Based on a Manga"
Violet Evergarden Special,"Drama, Melancholy, War, Based on a Light Novel"
Bakuman. 2,"Drama, Shounen, Anime Industry, Manga Industry, Otaku Culture, Voice Acting, Writers, Based on a Manga"
Spice and Wolf II,"Adventure, Drama, Fantasy, Romance, Adult Couples, Animal Characteristics, Animal Transformation, Economics, God-Human Relationship, Gods, Interspecies Relationship, Mature Romance, Medieval, Non-Human Protagonists, Based on a Light Novel"
Magi: The Kingdom of Magic,"Action, Adventure, Comedy, Fantasy, Shounen, Genies, Magic, Magic School, Middle Eastern, Political, School Life, Based on a Manga"
Black Butler: Book of Circus,"Shounen, 19th Century, Animeism, Butlers, Circus, Demons, England, Europe, Master-Servant Relationship, Nobility, Non-Human Protagonists, Supernatural, Based on a Manga, Violence"
Gintama: Shinyaku Benizakura-hen Special,"Comedy, Sci Fi, Shounen, Aliens, Feudal Japan, Parody, Samurai, Based on a Manga"
Yona of the Dawn,"Adventure, Fantasy, Romance, Shoujo, Betrayal, Death of a Loved One, Orphans, Political, Prophecy, Rebellions, Reincarnation, Royalty, Weak to Strong, Based on a Manga"
Evangelion: 3.0+1.0 Thrice Upon a Time,"Mecha, Sci Fi, Super Robot, Original Work"
Haikyuu!! Movie 2: Shousha to Haisha,"Shounen, Sports, Recap, School Club, School Life, Tournaments, Volleyball, Based on a Manga"
School Babysitters Special,"Comedy, Shoujo, Slice of Life, Childcare, Lifestyle Change, Orphans, Siblings, Based on a Manga"
Toilet-Bound Hanako-kun,"Shounen, Ghosts, School Life, Supernatural, Urban Legend, Based on a Manga, Explicit Violence"
Shelter,"Drama, Sci Fi, Loneliness, Virtual Reality, Original Work"
Scissor Seven 2nd Season,"Action, Comedy, Amnesia, Assassins, Birds, Chinese Animation"
Non Non Biyori Nonstop,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, School Life, Based on a Manga"
Samurai Champloo,"Action, Adventure, Comedy, Drama, Episodic, Feudal Japan, Historical, Samurai, Swordplay, Original Work, Nudity,, Violence"
Run with the Wind,"Drama, Sports, Apartment Life, Boarding House, College, Lifestyle Change, Racing, Running, Track and Field, Weak to Strong, Based on a Novel"
My Dress-Up Darling,"Comedy, Ecchi, Romance, Seinen, Gyaru, Otaku Culture, School Life, Based on a Manga"
Grave of the Fireflies,"Drama, Autobiographies, Death of a Loved One, Historical, Lifestyle Change, Melancholy, Orphans, Poverty, Siblings, War, World War 2"
"JoJo's Bizarre Adventure: Phantom Blood","Action, Shounen, Supernatural, Based on a Manga"
Tengen Toppa Gurren Lagann: Lagann-hen,"Action, Mecha, Sci Fi, Combining Mecha, Super Robot, Original Work"
Haikyuu!! Movie 1: Owari to Hajimari,"Shounen, Sports, Recap, School Club, School Life, Tournaments, Volleyball, Based on a Manga"
No Game No Life: Zero,"Action, Adventure, Drama, Fantasy, High Stakes Games, War, Based on a Light Novel"
Shouwa Genroku Rakugo Shinjuu,"Drama, Josei, Romance, Adult Couples, Animeism, Apprenticeship, Historical, Love Triangle, Rakugo, Based on a Manga"
Dragon Ball Super Movie: Broly,"Action, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Non-Human Protagonists, Superpowers, Based on a Manga"
Detective Conan Movie 20: The Darkest Nightmare,"Action, Drama, Mystery, Shounen, Age Transformation, Amnesia, Conspiracy, Detectives, Police, Thriller, Based on a Manga"
Sasaki and Miyano,"BL, Romance, Shounen-ai, All-Boys School, Delinquents, Fudanshi, Otaku Culture, School Life, Senpai-Kouhai Relationship, Based on a Manga"
Black Lagoon: The Second Barrage,"Action, Seinen, Gangs, Guns, Lifestyle Change, Mercenaries, Based on a Manga, Mature Themes,, Nudity,, Violence"
Ace of the Diamond: Second Season,"Shounen, Sports, Baseball, Tournaments, Based on a Manga"
My Teen Romantic Comedy SNAFU Climax,"Drama, Romance, Seinen, Coming of Age, Love Triangle, School Club, School Life, Based on a Light Novel"
Evangelion: 2.0 You Can (Not) Advance,"Action, Drama, Mecha, Sci Fi, Post-apocalyptic, Super Robot, Original Work, Violence"
Major Season 6,"Drama, Shounen, Sports, America, Baseball, Based on a Manga"
Bungo Stray Dogs Wan!,"Comedy, Seinen, Slice of Life, Chibi, Gag, Short Episodes, Supernatural, Based on a Manga"
Made in Abyss: Hourou Suru Tasogare,"Adventure, Drama, Fantasy, Mystery, Sci Fi, Androids, Curse, Dark Fantasy, Non-Human Protagonists, Orphans, Recap, Robots"
Rascal Does Not Dream of Bunny Girl Senpai,"Drama, Romance, School Life, Senpai-Kouhai Relationship, Supernatural, Based on a Light Novel"
Kingdom 2,"Action, Drama, Seinen, Ancient China, Historical, Political, Rebellions, Royalty, Swordplay, War, Based on a Manga"
InuYasha: The Final Act,"Fantasy, Shounen, Animal Characteristics, Demons, Feudal Japan, Person in a Strange World, Time Travel, Based on a Manga"
Gintama: The Semi-Final,"Comedy, Sci Fi, Shounen, Aliens, Crude, Feudal Japan, Gag, Parody, Samurai, Swordplay, Based on a Manga"
Major Season 3,"Drama, Shounen, Sports, Baseball, Based on a Manga"
Bungo Stray Dogs Movie: Dead Apple,"Action, Mystery, Seinen, Detectives, Supernatural, Superpowers, Based on a Manga, Violence"
Major: World Series,"Drama, Shounen, Sports, Baseball, Based on a Manga"
Overlord,"Action, Adventure, Fantasy, Sci Fi, Dark Fantasy, Isekai, Magic, Overpowered Main Characters, Person in a Strange World, RPG, Skeletons, Trapped in a Video Game, Virtual Reality, Based on a Light Novel, Violence"
Shanhe Jian Xin,"Action, BL, Fantasy, Shounen-ai, Chinese Animation, Historical, Based on a Web Novel, CG Animation"
World Trigger 3rd Season,"Action, Sci Fi, Shounen, Monsters, Based on a Manga"
Nausicaa of the Valley of the Wind,"Drama, Fantasy, Environmental, Insects, Based on a Manga"
Blue Spring Ride: Page.13,"Drama, Romance, Shoujo, Based on a Manga"
"The Ancient Magus' Bride","Drama, Fantasy, Romance, Apprenticeship, Contemporary Fantasy, England, Europe, Interspecies Relationship, Lifestyle Change, Magic, Non-Human Protagonists, Orphans, Based on a Manga, Animal Abuse,, Mature Themes,, Physical Abuse,, Violence"
Hunter x Hunter OVA 2: Greed Island,"Action, Adventure, Shounen, Island, Martial Arts, Superpowers, Based on a Manga"
Monster,"Drama, Mystery, Seinen, Conspiracy, Crime, Doctors, Europe, Framed for a Crime, Germany, Medical, Noir, Psychological, Psychopaths, Revenge, Serial Killers, Thriller, Based on a Manga, Mature Themes,, Domestic Abuse"
Fullmetal Alchemist,"Action, Adventure, Drama, Fantasy, Mystery, Shounen, Conspiracy, Death of a Loved One, Military, Siblings, Based on a Manga, Animal Abuse,, Mature Themes,, Violence,, Domestic Abuse"
Kids on the Slope,"Drama, Josei, Romance, Coming of Age, Historical, Lifestyle Change, Love Triangle, Music, noitaminA, Based on a Manga"
Assassination Classroom,"Action, Comedy, Sci Fi, Shounen, Aliens, Assassins, Non-Human Protagonists, Overpowered Main Characters, Parody, School Life, Teaching, Based on a Manga"
One Piece Film: Z,"Action, Adventure, Fantasy, Shounen, Pirates, Superpowers, Based on a Manga"
Hunter x Hunter,"Action, Adventure, Fantasy, Shounen, Martial Arts, Superpowers, Based on a Manga, Violence"
Zoku Owarimonogatari,"Comedy, Ecchi, Mystery, Supernatural, Based on a Light Novel"
"Komi Can't Communicate","Comedy, Romance, Shounen, Mental Illness, School Life, Based on a Manga"
A Place Further Than the Universe,"Adventure, Drama, Slice of Life, Death of a Loved One, Original Work"
K-On! Movie,"Comedy, Seinen, Slice of Life, England, Europe, Iyashikei, Music, Based on a 4-Koma Manga, Based on a Manga"
Major Season 2,"Drama, Shounen, Sports, Baseball, Based on a Manga"
"Welcome to Demon School, Iruma-kun 2","Comedy, Shounen, Demons, Monster School, Person in a Strange World, School Life, Supernatural, Based on a Manga"
Great Pretender,"Action, Comedy, Drama, Criminals, Mind Games, Original Work, Drug Use,, Mature Themes,, Nudity"
Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Contemporary Fantasy, Magic, Proxy Battles, Superpowers, Urban Fantasy, Based on an Eroge, Based on a Visual Novel, Violence"
"Haikyuu!! vs. ""Akaten""","Shounen, Sports, School Life, Volleyball, Based on a Manga"
Quanzhi Gaoshou 2,"Action, Drama, Chinese Animation, MMORPG, RPG, Tournaments, Based on a Web Novel"
"The Ancient Magus' Bride: Those Awaiting a Star","Fantasy, Romance, Shounen, Age Gap, Contemporary Fantasy, Europe, Library, Loneliness, Magic, Non-Human Protagonists, Orphans, Based on a Manga"
Sword of the Stranger,"Action, Drama, Feudal Japan, Historical, Orphans, Samurai, Swordplay, Original Work, Explicit Violence,, Mature Themes,, Physical Abuse,, Suicide"
"KonoSuba – God's blessing on this wonderful world! 2","Adventure, Comedy, Ecchi, Fantasy, Demons, Gag, Gods, Guilds, Isekai, NEET, Non-Human Protagonists, Parody, Person in a Strange World, RPG, Based on a Light Novel"
Initial D Final Stage,"Drama, Seinen, Sports, Cars, Racing, Based on a Manga"
Cowboy Bebop: The Movie,"Action, Sci Fi, Bounty Hunters, Noir, Western, Original Work, Violence"
Rainbow: Nisha Rokubou no Shichinin,"Drama, Seinen, Delinquents, Melancholy, Prison, Based on a Manga, Mature Themes,, Physical Abuse,, Sexual Abuse,, Sexual Content,, Violence,, Domestic Abuse"
Wotakoi: Love is Hard for Otaku OVA,"Comedy, Romance, Adult Couples, Work Life, Based on a Manga"
Major Season 1,"Drama, Shounen, Sports, Baseball, Coming of Age, Based on a Manga"
Mobile Suit Gundam: Iron-Blooded Orphans 2,"Drama, Mecha, Sci Fi, Outer Space, Real Robot, Original Work"
Major Season 4,"Drama, Shounen, Sports, Baseball, Based on a Manga"
The Disastrous Life of Saiki K. - Reawakened,"Comedy, Shounen, Breaking the Fourth Wall, Gag, Psychic Powers, Supernatural, Superpowers, Based on a Manga"
Hunter x Hunter OVA,"Action, Adventure, Shounen, Martial Arts, Superpowers, Based on a Manga, Violence"
Saekano: How to Raise a Boring Girlfriend Fine,"Comedy, Drama, Harem, Romance, Doujinshi Industry, Otaku Culture, Video Game Industry, Based on a Light Novel"
