anime_id,age_rating,age_rating_guide,average_rating,description,episode_count,episode_length,kind,poster_image,season,studio,tags,title,title_jp,total_length,year,year_end
29,PG,Teens 13 or older,70.66,"Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kauru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place.",24,23,TV,https://media.kitsu.io/anime/poster_images/34/original.jpg?1597604365,Spring,J.C.Staff,"Comedy, Harem, Romance, Seinen, Slice of Life, Boarding House, Neighbors, Sudden Girlfriend Appearance, Based on a Manga",Ai Yori Aoshi,藍より青し,552,2002,
30,R,17+ (violence & profanity),64.44,"The story follows Elk, a bounty hunter in some strange futuristic world. On this world archaic but advanced technology exists side by side with primitive attitudes, beasts and magic. In other words it's got a bit of everything. It also has an evil conspiracy who are able to produce powerful monsters called chimera, who can also appear as human. Naturally it is not long before Elk has rescued a young female beast-master and gained himself some serious enemies. 
(Source: ANN)",26,22,TV,https://media.kitsu.io/anime/poster_images/36/original.jpg?1597604370,Spring,BEE TRAIN,"Adventure, Fantasy, Magic, Based on a Video Game",Arc the Lad,アークザラッド,572,1999,
31,R,17+ (violence & profanity),59.24,"Mars has been colonized and is a world where children have been replaced by robot servants known as ""dolls."" Layla is a skilled fighter with a tragic past who travels about the world. Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder. The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed.",13,24,TV,https://media.kitsu.io/anime/poster_images/37/original.jpg?1408440539,Fall ,BEE TRAIN,"Adventure, Fantasy, Sci Fi, Androids, Non-Human Protagonists, Robots, Original Work",Avenger,アヴェンジャー,312,2003,
32,R,Mild Nudity,69.34,"Blue Gender takes place in the not too distant future in a world where things have gone terribly wrong for humanity. Humans have been replaced at the top of the food chain by the Blue, a race of bug-like aliens that have colonized Earth and pushed humans aside. A space station, Second Earth, has been constructed as a safe haven for humans, with the hope of one day reclaiming the Earth once more.
Yuji Kaido was cryogenically frozen, having been suffering from a disease known as B-Cells. Once awakened, he joins a team of soldiers that have come to Earth to extract him. Unfortunately, nothing goes according to plan as they make their way back to Second Earth.
Yuji will have to deal with the horrors of fighting a bloody war as he and the fighters from Second Earth look to survive. Will they be able to win back Earth without losing their humanity?",26,23,TV,https://media.kitsu.io/anime/poster_images/39/original.jpg?1597698524,Fall ,AIC,"Horror, Mecha, Sci Fi, Insects, Military, Post-apocalyptic, Survival, Original Work, Nudity,, Sexual Content,, Violence",Blue Gender,BLUE GENDER,598,1999,2000
33,PG,Teens 13 or older,74.13,"When computers start to look like humans, can love remain the same?
Hideki Motosuwa is a young country boy who is studying hard to get into college. Coming from a poor background, he can barely afford the expenses, let alone the newest fad: Persocoms, personal computers that look exactly like human beings. One evening while walking home, he finds an abandoned Persocom. After taking her home and managing to activate her, she seems to be defective, as she can only say one word, ""Chii,"" which eventually becomes her name. Unlike other Persocoms, however, Chii cannot download information onto her hard drive, so Hideki decides to teach her about the world the old-fashioned way, while studying for his college entrance exams at the same time.
Along with his friends, Hideki tries to unravel the mystery of Chii, who may be a ""Chobit,"" an urban legend about special units that have real human emotions and thoughts, and love toward their owner. But can romance flourish between a Persocom and a human? 
[Written by MAL Rewrite]",26,24,TV,https://media.kitsu.io/anime/poster_images/40/original.jpg?1597696697,Spring,MADHOUSE,"Drama, Romance, Sci Fi, Androids, Interspecies Relationship, Non-Human Protagonists, Robots, Sudden Girlfriend Appearance, Based on a Manga",Chobits,ちょびっツ,624,2002,
34,R,17+ (violence & profanity),75.45,"World War I revealed some of the deepest horrors of humanity, but the years following it would reveal horrors of another kind. In the 1920’s, monstrous demons began appearing in surprisingly high numbers across America, manifesting as sin incarnate. To combat this menace, a holy organization known as the Order of Magdalene established branches across the country, all governed by the Council of the Catholic Church.
The New York branch is home to the young and reckless Sister Rosette Christopher and her demon hunting partner, Chrno. Armed to the teeth with holy guns and bullets, the two are renowned for accomplishing their job, but also causing extensive property damage at the same time. This doesn’t exactly please the head of their branch, Sister Kate Valentine, though Rosette is still greatly appreciated by the branch’s minister, Father Ewan Remington, and their weapon developer, Edward Hamilton.
Chrno, however, leaves them with a sense of unease; there’s more to him than there appears to be, and even more behind the bond that he and Rosette share. Placing their lives in each other’s hands, the two of them must continue to fight off the increasingly mounting demonic menace, discover its source, and hopefully complete Rosette’s own personal mission of finding her missing brother, Joshua.",24,23,TV,https://media.kitsu.io/anime/poster_images/41/original.jpg?1597698590,Fall ,GONZO,"Action, Comedy, Fantasy, Shounen, America, Demons, Exorcists, Guns, Religion, Based on a Manga",Chrono Crusade,クロノクルセイド,552,2003,2004
35,PG,Teens 13 or older,70.02,"Daisuke Niwa is a clumsy, block-headed, and wimpy middle school student who has few redeeming qualities. On his 14th birthday, he finally decides to confess his love to his longtime crush Risa Harada, but is rejected. 
In an unexpected turn of events, however, Daisuke finds himself transforming into Dark Mousy, the infamous phantom thief, whenever his mind is set on Risa. Though Daisuke is unaware of this strange heritage, his mother is certainly not: since before the boy was born, his mother had been planning for him to steal valuable works of art and let the name of the elusive art thief be known.
With doubt and confusion constantly clouding his mind, Daisuke finds himself struggling in his relationships with classmates and family. And it is not long before Daisuke realizes that he is not the only one with a fated family legacy—his greatest adversary could be the one classmate he is most unwilling to fight. 
[Written by MAL Rewrite]",26,23,TV,https://media.kitsu.io/anime/poster_images/42/original.jpg?1597698625,Spring,XEBEC,"Fantasy, Romance, Shoujo, Coming of Age, Split Personality, Thieves, Based on a Manga",D.N.Angel,Ｄ・Ｎ・ＡＮＧＥＬ,598,2003,
3251,PG,Children,68.59,The sixth movie in the popular Korean movie series Robot Taekwon V.,1,80,movie,https://media.kitsu.io/anime/poster_images/7462/original.jpg?1408461431,,,"Action, Mecha, Sci Fi, Korean Animation",Syupeo Taegwon V,슈퍼 태권 V,80,1982,
36,R,Mild Nudity,64.02,"One year ago, a UFO containing 150 aliens crash-landed off the shores of Kasai. Because no one could fix their ship, the Japanese Government decided to bestow upon them the designation ""DearS"" and make them into Japanese citizens, teaching them the language, customs, and culture of Japan. However, in order for them to become more familiar with human society, a home-stay program has been enacted to allow them to mingle with other humans.
One misty morning, a truck carrying a capsule that housed one of these aliens ends up dropping it into the riverbank, releasing her from her confinement. She is eventually found by a high school student named Takeya Ikuhara, who saves her from being hit by a truck and takes pity on her, despite being extremely distrustful of their race and wanting nothing to do with them. Upon being named Ren, she imprints upon him as her ""Master"" and serves as his personal ""Slave,"" leaving him with a ""DearS"" who wants to remain with him no matter what and bringing his ordinary, alien-free days to an end.",12,23,TV,https://media.kitsu.io/anime/poster_images/44/original.jpg?1597698959,Summer,Daume,"Comedy, Ecchi, Harem, Sci Fi, Shounen, Aliens, Sudden Girlfriend Appearance, Based on a Manga",DearS,ディアーズ,276,2004,
37,PG,Teens 13 or older,72.93,"Sakurada Jun spends his days online, ordering whatever he takes a liking to, only to return it before the payment is due. Due to psychological trauma from school, Jun generally keeps contact with people as little as possible. One day he finds instructions online that tell him to put his order into his desk drawer. Rubbing it off as a joke, Jun mindlessly does so only to find that his order instantly disappears from his drawer. A package suddenly appears, containing a beautiful antique doll. When wound up, this doll comes to life. Sadly for Jun, this doll Shinku views Jun as an equivalent for a servant. Despite the constant demands Jun now receives from Shinku, she slowly helps him overcome his fears of human contact as well as protect him from the deadly battles that come into his life due to her appearance. Based on the manga by PEACH-PIT.",12,24,TV,https://media.kitsu.io/anime/poster_images/45/original.jpg?1597697917,Fall ,Nomad,"Drama, Fantasy, Seinen, Magic, Master-Servant Relationship, Based on a Manga",Rozen Maiden,ローゼンメイデン,288,2004,
